countrycode,country,year,incomeClass
HUN,Hungary,2003,UM
HUN,Hungary,2004,UM
HUN,Hungary,2005,UM
HUN,Hungary,2006,UM
HUN,Hungary,2007,UM
HUN,Hungary,2008,UM
HUN,Hungary,2009,H
HUN,Hungary,2010,H
HUN,Hungary,2011,H
HUN,Hungary,2012,H
HUN,Hungary,2013,H
HUN,Hungary,2014,UM
ISL,Iceland,1991,H
ISL,Iceland,1992,H
ISL,Iceland,1993,H
ISL,Iceland,1994,H
ISL,Iceland,1995,H
ISL,Iceland,1996,H
ISL,Iceland,1997,H
ISL,Iceland,1998,H
ISL,Iceland,1999,H
ISL,Iceland,2000,H
ISL,Iceland,2001,H
ISL,Iceland,2002,H
ISL,Iceland,2003,H
ISL,Iceland,2004,H
ISL,Iceland,2005,H
ISL,Iceland,2006,H
ISL,Iceland,2007,H
ISL,Iceland,2008,H
ISL,Iceland,2009,H
ISL,Iceland,2010,H
ISL,Iceland,2011,H
ISL,Iceland,2012,H
ISL,Iceland,2013,H
ISL,Iceland,2014,H
IND,India,1991,L
IND,India,1992,L
IND,India,1993,L
IND,India,1994,L
IND,India,1995,L
IND,India,1996,L
IND,India,1997,L
IND,India,1998,L
IND,India,1999,L
IND,India,2000,L
IND,India,2001,L
IND,India,2002,L
IND,India,2003,L
IND,India,2004,L
IND,India,2005,L
IND,India,2006,L
IND,India,2007,L
IND,India,2008,L
IND,India,2009,LM
IND,India,2010,LM
IND,India,2011,LM
IND,India,2012,LM
IND,India,2013,LM
IND,India,2014,LM
IDN,Indonesia,1991,L
IDN,Indonesia,1992,L
IDN,Indonesia,1993,L
IDN,Indonesia,1994,L
IDN,Indonesia,1995,LM
IDN,Indonesia,1996,LM
IDN,Indonesia,1997,LM
IDN,Indonesia,1998,LM
IDN,Indonesia,1999,LM
IDN,Indonesia,2000,L
IDN,Indonesia,2001,L
IDN,Indonesia,2002,L
IDN,Indonesia,2003,L
IDN,Indonesia,2004,L
IDN,Indonesia,2005,LM
IDN,Indonesia,2006,LM
IDN,Indonesia,2007,LM
IDN,Indonesia,2008,LM
IDN,Indonesia,2009,LM
IDN,Indonesia,2010,LM
IDN,Indonesia,2011,LM
IDN,Indonesia,2012,LM
IDN,Indonesia,2013,LM
IDN,Indonesia,2014,LM
IRN,"Iran, Islamic Rep.",1991,UM
IRN,"Iran, Islamic Rep.",1992,LM
IRN,"Iran, Islamic Rep.",1993,LM
IRN,"Iran, Islamic Rep.",1994,LM
IRN,"Iran, Islamic Rep.",1995,LM
IRN,"Iran, Islamic Rep.",1996,LM
IRN,"Iran, Islamic Rep.",1997,LM
IRN,"Iran, Islamic Rep.",1998,LM
IRN,"Iran, Islamic Rep.",1999,LM
IRN,"Iran, Islamic Rep.",2000,LM
IRN,"Iran, Islamic Rep.",2001,LM
IRN,"Iran, Islamic Rep.",2002,LM
IRN,"Iran, Islamic Rep.",2003,LM
IRN,"Iran, Islamic Rep.",2004,LM
IRN,"Iran, Islamic Rep.",2005,LM
IRN,"Iran, Islamic Rep.",2006,LM
IRN,"Iran, Islamic Rep.",2007,LM
IRN,"Iran, Islamic Rep.",2008,LM
IRN,"Iran, Islamic Rep.",2009,LM
IRN,"Iran, Islamic Rep.",2010,LM
IRN,"Iran, Islamic Rep.",2011,UM
IRN,"Iran, Islamic Rep.",2012,UM
IRN,"Iran, Islamic Rep.",2013,UM
IRN,"Iran, Islamic Rep.",2014,UM
IRQ,Iraq,1991,UM
IRQ,Iraq,1992,UM
IRQ,Iraq,1993,LM
IRQ,Iraq,1994,LM
IRQ,Iraq,1995,LM
IRQ,Iraq,1996,LM
IRQ,Iraq,1997,LM
IRQ,Iraq,1998,LM
IRQ,Iraq,1999,LM
IRQ,Iraq,2000,LM
IRQ,Iraq,2001,LM
IRQ,Iraq,2002,LM
IRQ,Iraq,2003,LM
IRQ,Iraq,2004,LM
IRQ,Iraq,2005,LM
IRQ,Iraq,2006,LM
IRQ,Iraq,2007,LM
IRQ,Iraq,2008,LM
IRQ,Iraq,2009,LM
IRQ,Iraq,2010,LM
IRQ,Iraq,2011,LM
IRQ,Iraq,2012,LM
IRQ,Iraq,2013,LM
IRQ,Iraq,2014,UM
IRL,Ireland,1991,H
IRL,Ireland,1992,H
IRL,Ireland,1993,H
IRL,Ireland,1994,H
IRL,Ireland,1995,H
IRL,Ireland,1996,H
IRL,Ireland,1997,H
IRL,Ireland,1998,H
IRL,Ireland,1999,H
IRL,Ireland,2000,H
IRL,Ireland,2001,H
IRL,Ireland,2002,H
IRL,Ireland,2003,H
IRL,Ireland,2004,H
IRL,Ireland,2005,H
IRL,Ireland,2006,H
IRL,Ireland,2007,H
IRL,Ireland,2008,H
IRL,Ireland,2009,H
IRL,Ireland,2010,H
IRL,Ireland,2011,H
IRL,Ireland,2012,H
IRL,Ireland,2013,H
IRL,Ireland,2014,H
IMY,Isle of Man,1991,H
IMY,Isle of Man,1992,UM
IMY,Isle of Man,1993,UM
IMY,Isle of Man,1994,UM
IMY,Isle of Man,1995,UM
IMY,Isle of Man,1996,UM
IMY,Isle of Man,1997,UM
IMY,Isle of Man,1998,UM
IMY,Isle of Man,1999,UM
IMY,Isle of Man,2000,UM
IMY,Isle of Man,2001,UM
IMY,Isle of Man,2002,UM
IMY,Isle of Man,2003,UM
IMY,Isle of Man,2004,H
IMY,Isle of Man,2005,H
IMY,Isle of Man,2006,H
IMY,Isle of Man,2007,H
IMY,Isle of Man,2008,H
IMY,Isle of Man,2009,H
IMY,Isle of Man,2010,H
IMY,Isle of Man,2011,H
IMY,Isle of Man,2012,H
IMY,Isle of Man,2013,H
ISR,Israel,1991,H
ISR,Israel,1992,H
ISR,Israel,1993,H
ISR,Israel,1994,H
ISR,Israel,1995,H
ISR,Israel,1996,H
ISR,Israel,1997,H
ISR,Israel,1998,H
ISR,Israel,1999,H
ISR,Israel,2000,H
ISR,Israel,2001,H
ISR,Israel,2002,H
ISR,Israel,2003,H
ISR,Israel,2004,H
ISR,Israel,2005,H
ISR,Israel,2006,H
ISR,Israel,2007,H
ISR,Israel,2008,H
ISR,Israel,2009,H
ISR,Israel,2010,H
ISR,Israel,2011,H
ISR,Israel,2012,H
ISR,Israel,2013,H
ISR,Israel,2014,H
ITA,Italy,1991,H
ITA,Italy,1992,H
ITA,Italy,1993,H
ITA,Italy,1994,H
ITA,Italy,1995,H
ITA,Italy,1996,H
ITA,Italy,1997,H
ITA,Italy,1998,H
ITA,Italy,1999,H
ITA,Italy,2000,H
ITA,Italy,2001,H
ITA,Italy,2002,H
ITA,Italy,2003,H
ITA,Italy,2004,H
ITA,Italy,2005,H
ITA,Italy,2006,H
ITA,Italy,2007,H
ITA,Italy,2008,H
ITA,Italy,2009,H
ITA,Italy,2010,H
ITA,Italy,2011,H
ITA,Italy,2012,H
ITA,Italy,2013,H
ITA,Italy,2014,H
JAM,Jamaica,1991,LM
JAM,Jamaica,1992,LM
JAM,Jamaica,1993,LM
JAM,Jamaica,1994,LM
JAM,Jamaica,1995,LM
JAM,Jamaica,1996,LM
JAM,Jamaica,1997,LM
JAM,Jamaica,1998,LM
JAM,Jamaica,1999,LM
JAM,Jamaica,2000,LM
JAM,Jamaica,2001,LM
JAM,Jamaica,2002,LM
JAM,Jamaica,2003,LM
JAM,Jamaica,2004,LM
JAM,Jamaica,2005,LM
JAM,Jamaica,2006,LM
JAM,Jamaica,2007,LM
JAM,Jamaica,2008,LM
JAM,Jamaica,2009,UM
JAM,Jamaica,2010,UM
JAM,Jamaica,2011,UM
JAM,Jamaica,2012,UM
JAM,Jamaica,2013,UM
JAM,Jamaica,2014,UM
JPN,Japan,1991,H
JPN,Japan,1992,H
JPN,Japan,1993,H
JPN,Japan,1994,H
JPN,Japan,1995,H
JPN,Japan,1996,H
JPN,Japan,1997,H
JPN,Japan,1998,H
JPN,Japan,1999,H
JPN,Japan,2000,H
JPN,Japan,2001,H
JPN,Japan,2002,H
JPN,Japan,2003,H
JPN,Japan,2004,H
JPN,Japan,2005,H
JPN,Japan,2006,H
JPN,Japan,2007,H
JPN,Japan,2008,H
JPN,Japan,2009,H
JPN,Japan,2010,H
JPN,Japan,2011,H
JPN,Japan,2012,H
JPN,Japan,2013,H
JPN,Japan,2014,H
JOR,Jordan,1991,LM
JOR,Jordan,1992,LM
JOR,Jordan,1993,LM
JOR,Jordan,1994,LM
JOR,Jordan,1995,LM
JOR,Jordan,1996,LM
JOR,Jordan,1997,LM
JOR,Jordan,1998,LM
JOR,Jordan,1999,LM
JOR,Jordan,2000,LM
JOR,Jordan,2001,LM
JOR,Jordan,2002,LM
JOR,Jordan,2003,LM
JOR,Jordan,2004,LM
JOR,Jordan,2005,LM
JOR,Jordan,2006,LM
JOR,Jordan,2007,LM
JOR,Jordan,2008,LM
JOR,Jordan,2009,LM
JOR,Jordan,2010,LM
JOR,Jordan,2011,LM
JOR,Jordan,2012,UM
JOR,Jordan,2013,UM
JOR,Jordan,2014,UM
KAZ,Kazakhstan,1991,Missing
KAZ,Kazakhstan,1992,Missing
KAZ,Kazakhstan,1993,LM
KAZ,Kazakhstan,1994,LM
KAZ,Kazakhstan,1995,LM
KAZ,Kazakhstan,1996,LM
KAZ,Kazakhstan,1997,LM
KAZ,Kazakhstan,1998,LM
KAZ,Kazakhstan,1999,LM
KAZ,Kazakhstan,2000,LM
KAZ,Kazakhstan,2001,LM
KAZ,Kazakhstan,2002,LM
KAZ,Kazakhstan,2003,LM
KAZ,Kazakhstan,2004,LM
KAZ,Kazakhstan,2005,LM
KAZ,Kazakhstan,2006,LM
KAZ,Kazakhstan,2007,LM
KAZ,Kazakhstan,2008,UM
KAZ,Kazakhstan,2009,UM
KAZ,Kazakhstan,2010,UM
KAZ,Kazakhstan,2011,UM
KAZ,Kazakhstan,2012,UM
KAZ,Kazakhstan,2013,UM
KAZ,Kazakhstan,2014,UM
KEN,Kenya,1991,L
KEN,Kenya,1992,L
KEN,Kenya,1993,L
KEN,Kenya,1994,L
KEN,Kenya,1995,L
KEN,Kenya,1996,L
KEN,Kenya,1997,L
KEN,Kenya,1998,L
KEN,Kenya,1999,L
KEN,Kenya,2000,L
KEN,Kenya,2001,L
KEN,Kenya,2002,L
KEN,Kenya,2003,L
KEN,Kenya,2004,L
KEN,Kenya,2005,L
KEN,Kenya,2006,L
KEN,Kenya,2007,L
KEN,Kenya,2008,L
KEN,Kenya,2009,L
KEN,Kenya,2010,L
KEN,Kenya,2011,L
KEN,Kenya,2012,L
KEN,Kenya,2013,L
KEN,Kenya,2014,L
KIR,Kiribati,1991,LM
KIR,Kiribati,1992,LM
KIR,Kiribati,1993,LM
KIR,Kiribati,1994,LM
KIR,Kiribati,1995,LM
KIR,Kiribati,1996,LM
KIR,Kiribati,1997,LM
KIR,Kiribati,1998,LM
KIR,Kiribati,1999,LM
KIR,Kiribati,2000,LM
KIR,Kiribati,2001,LM
KIR,Kiribati,2002,LM
KIR,Kiribati,2003,LM
KIR,Kiribati,2004,LM
KIR,Kiribati,2005,LM
KIR,Kiribati,2006,LM
KIR,Kiribati,2007,LM
KIR,Kiribati,2008,LM
KIR,Kiribati,2009,LM
KIR,Kiribati,2010,LM
KIR,Kiribati,2011,LM
KIR,Kiribati,2012,LM
KIR,Kiribati,2013,LM
KIR,Kiribati,2014,LM
KOR,"Korea, Rep.",1991,UM
KOR,"Korea, Rep.",1992,UM
KOR,"Korea, Rep.",1993,UM
KOR,"Korea, Rep.",1994,UM
KOR,"Korea, Rep.",1995,UM
KOR,"Korea, Rep.",1996,UM
KOR,"Korea, Rep.",1997,H
KOR,"Korea, Rep.",1998,H
KOR,"Korea, Rep.",1999,H
KOR,"Korea, Rep.",2000,UM
KOR,"Korea, Rep.",2001,UM
KOR,"Korea, Rep.",2002,UM
KOR,"Korea, Rep.",2003,H
KOR,"Korea, Rep.",2004,H
KOR,"Korea, Rep.",2005,H
KOR,"Korea, Rep.",2006,H
KOR,"Korea, Rep.",2007,H
KOR,"Korea, Rep.",2008,H
KOR,"Korea, Rep.",2009,H
KOR,"Korea, Rep.",2010,H
KOR,"Korea, Rep.",2011,H
KOR,"Korea, Rep.",2012,H
KOR,"Korea, Rep.",2013,H
KOR,"Korea, Rep.",2014,H
KSV,Kosovo,2000,Missing
KSV,Kosovo,2001,Missing
KSV,Kosovo,2002,Missing
KSV,Kosovo,2003,Missing
KSV,Kosovo,2004,Missing
KSV,Kosovo,2005,Missing
KSV,Kosovo,2006,Missing
KSV,Kosovo,2007,Missing
KSV,Kosovo,2008,Missing
KSV,Kosovo,2009,Missing
KSV,Kosovo,2010,LM
KSV,Kosovo,2011,LM
KSV,Kosovo,2012,LM
KSV,Kosovo,2013,LM
KSV,Kosovo,2014,LM
KWT,Kuwait,1995,H
KWT,Kuwait,1996,H
KWT,Kuwait,1997,H
KWT,Kuwait,1998,H
KWT,Kuwait,1999,H
KWT,Kuwait,2000,H
KWT,Kuwait,2001,H
KWT,Kuwait,2002,H
KWT,Kuwait,2003,H
KWT,Kuwait,2004,H
KWT,Kuwait,2005,H
KWT,Kuwait,2006,H
KWT,Kuwait,2007,H
KWT,Kuwait,2008,H
KWT,Kuwait,2009,H
KWT,Kuwait,2010,H
KWT,Kuwait,2011,H
KWT,Kuwait,2012,H
KWT,Kuwait,2013,H
KWT,Kuwait,2014,H
KGZ,Kyrgyz Republic,1991,Missing
KGZ,Kyrgyz Republic,1992,Missing
KGZ,Kyrgyz Republic,1993,LM
KGZ,Kyrgyz Republic,1994,LM
KGZ,Kyrgyz Republic,1995,LM
KGZ,Kyrgyz Republic,1996,L
KGZ,Kyrgyz Republic,1997,L
KGZ,Kyrgyz Republic,1998,L
KGZ,Kyrgyz Republic,1999,L
KGZ,Kyrgyz Republic,2000,L
KGZ,Kyrgyz Republic,2001,L
KGZ,Kyrgyz Republic,2002,L
KGZ,Kyrgyz Republic,2003,L
KGZ,Kyrgyz Republic,2004,L
KGZ,Kyrgyz Republic,2005,L
KGZ,Kyrgyz Republic,2006,L
KGZ,Kyrgyz Republic,2007,L
KGZ,Kyrgyz Republic,2008,L
KGZ,Kyrgyz Republic,2009,L
KGZ,Kyrgyz Republic,2010,L
KGZ,Kyrgyz Republic,2011,L
KGZ,Kyrgyz Republic,2012,L
KGZ,Kyrgyz Republic,2013,L
KGZ,Kyrgyz Republic,2014,L
LAO,Lao PDR,1991,L
LAO,Lao PDR,1992,L
LAO,Lao PDR,1993,L
LAO,Lao PDR,1994,L
LAO,Lao PDR,1995,L
LAO,Lao PDR,1996,L
LAO,Lao PDR,1997,L
LAO,Lao PDR,1998,L
LAO,Lao PDR,1999,L
LAO,Lao PDR,2000,L
LAO,Lao PDR,2001,L
LAO,Lao PDR,2002,L
LAO,Lao PDR,2003,L
LAO,Lao PDR,2004,L
LAO,Lao PDR,2005,L
LAO,Lao PDR,2006,L
LAO,Lao PDR,2007,L
LAO,Lao PDR,2008,L
LAO,Lao PDR,2009,L
LAO,Lao PDR,2010,L
LAO,Lao PDR,2011,L
LAO,Lao PDR,2012,LM
LAO,Lao PDR,2013,LM
LAO,Lao PDR,2014,LM
LVA,Latvia,1995,LM
LVA,Latvia,1996,LM
LVA,Latvia,1997,LM
LVA,Latvia,1998,LM
LVA,Latvia,1999,LM
LVA,Latvia,2000,LM
LVA,Latvia,2001,LM
LVA,Latvia,2002,LM
LVA,Latvia,2003,UM
LVA,Latvia,2004,UM
LVA,Latvia,2005,UM
LVA,Latvia,2006,UM
LVA,Latvia,2007,UM
LVA,Latvia,2008,UM
LVA,Latvia,2009,UM
LVA,Latvia,2010,UM
LVA,Latvia,2011,H
LVA,Latvia,2012,UM
LVA,Latvia,2013,UM
LVA,Latvia,2014,H
LBN,Lebanon,1991,LM
LBN,Lebanon,1992,LM
LBN,Lebanon,1993,LM
LBN,Lebanon,1994,LM
LBN,Lebanon,1995,LM
LBN,Lebanon,1996,LM
LBN,Lebanon,1997,LM
LBN,Lebanon,1998,LM
LBN,Lebanon,1999,UM
LBN,Lebanon,2000,UM
LBN,Lebanon,2001,UM
LBN,Lebanon,2002,UM
LBN,Lebanon,2003,UM
LBN,Lebanon,2004,UM
LBN,Lebanon,2005,UM
LBN,Lebanon,2006,UM
LBN,Lebanon,2007,UM
LBN,Lebanon,2008,UM
LBN,Lebanon,2009,UM
LBN,Lebanon,2010,UM
LBN,Lebanon,2011,UM
LBN,Lebanon,2012,UM
LBN,Lebanon,2013,UM
LBN,Lebanon,2014,UM
LSO,Lesotho,1991,L
LSO,Lesotho,1992,L
LSO,Lesotho,1993,L
LSO,Lesotho,1994,L
LSO,Lesotho,1995,L
LSO,Lesotho,1996,L
LSO,Lesotho,1997,LM
LSO,Lesotho,1998,L
LSO,Lesotho,1999,L
LSO,Lesotho,2000,L
LSO,Lesotho,2001,L
LSO,Lesotho,2002,L
LSO,Lesotho,2003,L
LSO,Lesotho,2004,L
LSO,Lesotho,2005,L
LSO,Lesotho,2006,L
LSO,Lesotho,2007,LM
LSO,Lesotho,2008,LM
LSO,Lesotho,2009,LM
LSO,Lesotho,2010,LM
LSO,Lesotho,2011,LM
LSO,Lesotho,2012,LM
LSO,Lesotho,2013,LM
LSO,Lesotho,2014,LM
LBR,Liberia,1991,L
LBR,Liberia,1992,L
LBR,Liberia,1993,L
LBR,Liberia,1994,L
LBR,Liberia,1995,L
LBR,Liberia,1996,L
LBR,Liberia,1997,L
LBR,Liberia,1998,L
LBR,Liberia,1999,L
LBR,Liberia,2000,L
LBR,Liberia,2001,L
LBR,Liberia,2002,L
LBR,Liberia,2003,L
LBR,Liberia,2004,L
LBR,Liberia,2005,L
LBR,Liberia,2006,L
LBR,Liberia,2007,L
LBR,Liberia,2008,L
LBR,Liberia,2009,L
LBR,Liberia,2010,L
LBR,Liberia,2011,L
LBR,Liberia,2012,L
LBR,Liberia,2013,L
LBR,Liberia,2014,L
LBY,Libya,1999,UM
LBY,Libya,2000,UM
LBY,Libya,2001,UM
LBY,Libya,2002,UM
LBY,Libya,2003,UM
LBY,Libya,2004,UM
LBY,Libya,2005,UM
LBY,Libya,2006,UM
LBY,Libya,2007,UM
LBY,Libya,2008,UM
LBY,Libya,2009,UM
LBY,Libya,2010,UM
LBY,Libya,2011,UM
LBY,Libya,2012,UM
LBY,Libya,2013,UM
LBY,Libya,2014,UM
LIE,Liechtenstein,2010,H
LTU,Lithuania,1995,LM
LTU,Lithuania,1996,LM
LTU,Lithuania,1997,LM
LTU,Lithuania,1998,LM
LTU,Lithuania,1999,LM
LTU,Lithuania,2000,LM
LTU,Lithuania,2001,LM
LTU,Lithuania,2002,LM
LTU,Lithuania,2003,UM
LTU,Lithuania,2004,UM
LTU,Lithuania,2005,UM
LTU,Lithuania,2006,UM
LTU,Lithuania,2007,UM
LTU,Lithuania,2008,UM
LTU,Lithuania,2009,UM
LTU,Lithuania,2010,UM
LTU,Lithuania,2011,UM
LTU,Lithuania,2012,UM
LTU,Lithuania,2013,UM
LTU,Lithuania,2014,H
LUX,Luxembourg,1991,H
LUX,Luxembourg,1992,H
LUX,Luxembourg,1993,H
LUX,Luxembourg,1994,H
LUX,Luxembourg,1995,H
LUX,Luxembourg,1996,H
LUX,Luxembourg,1997,H
LUX,Luxembourg,1998,H
LUX,Luxembourg,1999,H
LUX,Luxembourg,2000,H
LUX,Luxembourg,2001,H
LUX,Luxembourg,2002,H
LUX,Luxembourg,2003,H
LUX,Luxembourg,2004,H
LUX,Luxembourg,2005,H
LUX,Luxembourg,2006,H
LUX,Luxembourg,2007,H
LUX,Luxembourg,2008,H
LUX,Luxembourg,2009,H
LUX,Luxembourg,2010,H
LUX,Luxembourg,2011,H
LUX,Luxembourg,2012,H
LUX,Luxembourg,2013,H
LUX,Luxembourg,2014,H
MAC,"Macao SAR, China",1991,UM
MAC,"Macao SAR, China",1992,UM
MAC,"Macao SAR, China",1993,UM
MAC,"Macao SAR, China",1994,UM
MAC,"Macao SAR, China",1995,UM
MAC,"Macao SAR, China",1996,H
MAC,"Macao SAR, China",1997,H
MAC,"Macao SAR, China",1998,H
MAC,"Macao SAR, China",1999,H
MAC,"Macao SAR, China",2000,H
MAC,"Macao SAR, China",2001,H
MAC,"Macao SAR, China",2002,H
MAC,"Macao SAR, China",2003,H
MAC,"Macao SAR, China",2004,H
MAC,"Macao SAR, China",2005,H
MAC,"Macao SAR, China",2006,H
MAC,"Macao SAR, China",2007,H
MAC,"Macao SAR, China",2008,H
MAC,"Macao SAR, China",2009,H
MAC,"Macao SAR, China",2010,H
MAC,"Macao SAR, China",2011,H
MAC,"Macao SAR, China",2012,H
MAC,"Macao SAR, China",2013,H
MAC,"Macao SAR, China",2014,H
MKD,"Macedonia, FYR",1991,Missing
MKD,"Macedonia, FYR",1992,Missing
MKD,"Macedonia, FYR",1993,Missing
MKD,"Macedonia, FYR",1994,LM
MKD,"Macedonia, FYR",1995,LM
MKD,"Macedonia, FYR",1996,LM
MKD,"Macedonia, FYR",1997,LM
MKD,"Macedonia, FYR",1998,LM
MKD,"Macedonia, FYR",1999,LM
MKD,"Macedonia, FYR",2000,LM
MKD,"Macedonia, FYR",2001,LM
MKD,"Macedonia, FYR",2002,LM
MKD,"Macedonia, FYR",2003,LM
MKD,"Macedonia, FYR",2004,LM
MKD,"Macedonia, FYR",2005,LM
MKD,"Macedonia, FYR",2006,LM
MKD,"Macedonia, FYR",2007,LM
MKD,"Macedonia, FYR",2008,LM
MKD,"Macedonia, FYR",2009,LM
MKD,"Macedonia, FYR",2010,UM
MKD,"Macedonia, FYR",2011,UM
MKD,"Macedonia, FYR",2012,UM
MKD,"Macedonia, FYR",2013,UM
MKD,"Macedonia, FYR",2014,UM
MDG,Madagascar,1991,L
MDG,Madagascar,1992,L
MDG,Madagascar,1993,L
MDG,Madagascar,1994,L
MDG,Madagascar,1995,L
MDG,Madagascar,1996,L
MDG,Madagascar,1997,L
MDG,Madagascar,1998,L
MDG,Madagascar,1999,L
MDG,Madagascar,2000,L
MDG,Madagascar,2001,L
MDG,Madagascar,2002,L
MDG,Madagascar,2003,L
MDG,Madagascar,2004,L
MDG,Madagascar,2005,L
MDG,Madagascar,2006,L
MDG,Madagascar,2007,L
MDG,Madagascar,2008,L
MDG,Madagascar,2009,L
MDG,Madagascar,2010,L
MDG,Madagascar,2011,L
MDG,Madagascar,2012,L
MDG,Madagascar,2013,L
MDG,Madagascar,2014,L
MWI,Malawi,1991,L
MWI,Malawi,1992,L
MWI,Malawi,1993,L
MWI,Malawi,1994,L
MWI,Malawi,1995,L
MWI,Malawi,1996,L
MWI,Malawi,1997,L
MWI,Malawi,1998,L
MWI,Malawi,1999,L
MWI,Malawi,2000,L
MWI,Malawi,2001,L
MWI,Malawi,2002,L
MWI,Malawi,2003,L
MWI,Malawi,2004,L
MWI,Malawi,2005,L
MWI,Malawi,2006,L
MWI,Malawi,2007,L
MWI,Malawi,2008,L
MWI,Malawi,2009,L
MWI,Malawi,2010,L
MWI,Malawi,2011,L
MWI,Malawi,2012,L
MWI,Malawi,2013,L
MWI,Malawi,2014,L
MYS,Malaysia,1991,LM
MYS,Malaysia,1992,LM
MYS,Malaysia,1993,LM
MYS,Malaysia,1994,UM
MYS,Malaysia,1995,UM
MYS,Malaysia,1996,UM
MYS,Malaysia,1997,UM
MYS,Malaysia,1998,UM
MYS,Malaysia,1999,UM
MYS,Malaysia,2000,UM
MYS,Malaysia,2001,UM
MYS,Malaysia,2002,UM
MYS,Malaysia,2003,UM
MYS,Malaysia,2004,UM
MYS,Malaysia,2005,UM
MYS,Malaysia,2006,UM
MYS,Malaysia,2007,UM
MYS,Malaysia,2008,UM
MYS,Malaysia,2009,UM
MYS,Malaysia,2010,UM
MYS,Malaysia,2011,UM
MYS,Malaysia,2012,UM
MYS,Malaysia,2013,UM
MYS,Malaysia,2014,UM
MDV,Maldives,2001,LM
MDV,Maldives,2002,LM
MDV,Maldives,2003,LM
MDV,Maldives,2004,LM
MDV,Maldives,2005,LM
MDV,Maldives,2006,LM
MDV,Maldives,2007,LM
MDV,Maldives,2008,LM
MDV,Maldives,2009,LM
MDV,Maldives,2010,LM
MDV,Maldives,2011,LM
MDV,Maldives,2012,UM
MDV,Maldives,2013,UM
MDV,Maldives,2014,UM
MLI,Mali,1991,L
MLI,Mali,1992,L
MLI,Mali,1993,L
MLI,Mali,1994,L
MLI,Mali,1995,L
MLI,Mali,1996,L
MLI,Mali,1997,L
MLI,Mali,1998,L
MLI,Mali,1999,L
MLI,Mali,2000,L
MLI,Mali,2001,L
MLI,Mali,2002,L
MLI,Mali,2003,L
MLI,Mali,2004,L
MLI,Mali,2005,L
MLI,Mali,2006,L
MLI,Mali,2007,L
MLI,Mali,2008,L
MLI,Mali,2009,L
MLI,Mali,2010,L
MLI,Mali,2011,L
MLI,Mali,2012,L
MLI,Mali,2013,L
MLI,Mali,2014,L
MLT,Malta,1991,H
MLT,Malta,1992,UM
MLT,Malta,1993,UM
MLT,Malta,1994,UM
MLT,Malta,1995,UM
MLT,Malta,1996,UM
MLT,Malta,1997,UM
MLT,Malta,1998,UM
MLT,Malta,1999,UM
MLT,Malta,2000,H
MLT,Malta,2001,UM
MLT,Malta,2002,H
MLT,Malta,2003,UM
MLT,Malta,2004,H
MLT,Malta,2005,H
MLT,Malta,2006,H
MLT,Malta,2007,H
MLT,Malta,2008,H
MLT,Malta,2009,H
MLT,Malta,2010,H
MLT,Malta,2011,H
MLT,Malta,2012,H
MLT,Malta,2013,H
MHL,Marshall Islands,1991,Missing
MHL,Marshall Islands,1992,Missing
MHL,Marshall Islands,1993,LM
MHL,Marshall Islands,1994,LM
MHL,Marshall Islands,1995,LM
MHL,Marshall Islands,1996,LM
MHL,Marshall Islands,1997,LM
MHL,Marshall Islands,1998,LM
MHL,Marshall Islands,1999,LM
MHL,Marshall Islands,2000,LM
MHL,Marshall Islands,2001,LM
MHL,Marshall Islands,2002,LM
MHL,Marshall Islands,2003,LM
MHL,Marshall Islands,2004,LM
MHL,Marshall Islands,2005,LM
MHL,Marshall Islands,2006,LM
MHL,Marshall Islands,2007,LM
MHL,Marshall Islands,2008,LM
MHL,Marshall Islands,2009,LM
MHL,Marshall Islands,2010,LM
MHL,Marshall Islands,2011,LM
MHL,Marshall Islands,2012,LM
MHL,Marshall Islands,2013,LM
MHL,Marshall Islands,2014,UM
MRT,Mauritania,1991,L
MRT,Mauritania,1992,L
MRT,Mauritania,1993,L
MRT,Mauritania,1994,L
MRT,Mauritania,1995,L
MRT,Mauritania,1996,L
MRT,Mauritania,1997,L
MRT,Mauritania,1998,L
MRT,Mauritania,1999,L
MRT,Mauritania,2000,L
MRT,Mauritania,2001,L
MRT,Mauritania,2002,L
MRT,Mauritania,2003,L
MRT,Mauritania,2004,L
MRT,Mauritania,2005,L
MRT,Mauritania,2006,L
MRT,Mauritania,2007,L
MRT,Mauritania,2008,L
MRT,Mauritania,2009,L
MRT,Mauritania,2010,L
MRT,Mauritania,2011,L
MRT,Mauritania,2012,LM
MRT,Mauritania,2013,L
MRT,Mauritania,2014,LM
MUS,Mauritius,1991,LM
MUS,Mauritius,1992,LM
MUS,Mauritius,1993,LM
MUS,Mauritius,1994,UM
MUS,Mauritius,1995,UM
MUS,Mauritius,1996,UM
MUS,Mauritius,1997,UM
MUS,Mauritius,1998,UM
MUS,Mauritius,1999,UM
MUS,Mauritius,2000,UM
MUS,Mauritius,2001,UM
MUS,Mauritius,2002,UM
MUS,Mauritius,2003,UM
MUS,Mauritius,2004,UM
MUS,Mauritius,2005,UM
MUS,Mauritius,2006,UM
MUS,Mauritius,2007,UM
MUS,Mauritius,2008,UM
MUS,Mauritius,2009,UM
MUS,Mauritius,2010,UM
MUS,Mauritius,2011,UM
MUS,Mauritius,2012,UM
MUS,Mauritius,2013,UM
MUS,Mauritius,2014,UM
MEX,Mexico,1991,LM
