countrycode,country,year,gdppc,prodag,prodind,prodserv,incomeClass
CAF,Central African Republic,1994,419.30261599807494,NA,NA,NA,L
CAF,Central African Republic,1995,438.42407568729584,NA,NA,NA,L
CAF,Central African Republic,1996,410.8706684800161,NA,NA,NA,L
CAF,Central African Republic,1997,422.6594514048146,NA,NA,NA,L
CAF,Central African Republic,1998,432.73650438527716,NA,NA,NA,L
CAF,Central African Republic,1999,438.95410450096153,NA,NA,NA,L
CAF,Central African Republic,2000,419.67084588042997,NA,NA,NA,L
CAF,Central African Republic,2001,430.4793621740196,NA,NA,NA,L
CAF,Central African Republic,2002,438.5236469645924,NA,NA,NA,L
CAF,Central African Republic,2003,408.1388338537239,NA,NA,NA,L
CAF,Central African Republic,2004,425.59870201799305,NA,NA,NA,L
CAF,Central African Republic,2005,422.29322767426504,NA,NA,NA,L
CAF,Central African Republic,2006,430.07911254756254,NA,NA,NA,L
CAF,Central African Republic,2007,441.8663091245166,NA,NA,NA,L
CAF,Central African Republic,2008,442.6937529319346,NA,NA,NA,L
CAF,Central African Republic,2009,441.8893185688913,NA,NA,NA,L
CAF,Central African Republic,2010,446.80020455283716,NA,NA,NA,L
CAF,Central African Republic,2011,452.7945149613747,NA,NA,NA,L
CAF,Central African Republic,2012,456.98312785873685,NA,NA,NA,L
CAF,Central African Republic,2013,282.27332199834854,NA,NA,NA,L
CAF,Central African Republic,2014,273.2923838341772,NA,NA,NA,L
TCD,Chad,1991,543.5387669492724,NA,NA,NA,L
TCD,Chad,1992,568.6371436077534,NA,NA,NA,L
TCD,Chad,1993,464.2128942117977,NA,NA,NA,L
TCD,Chad,1994,494.9288827877306,NA,NA,NA,L
TCD,Chad,1995,484.6949242457635,NA,NA,NA,L
TCD,Chad,1996,478.9836297631282,NA,NA,NA,L
TCD,Chad,1997,489.0370250021468,NA,NA,NA,L
TCD,Chad,1998,505.1035412377714,NA,NA,NA,L
TCD,Chad,1999,484.0303537962697,NA,NA,NA,L
TCD,Chad,2000,462.48633664714174,NA,NA,NA,L
TCD,Chad,2001,497.31308412133535,NA,NA,NA,L
TCD,Chad,2002,519.2528043147084,NA,NA,NA,L
TCD,Chad,2003,573.315041096508,NA,NA,NA,L
TCD,Chad,2004,737.9529157634774,NA,NA,NA,L
TCD,Chad,2005,835.1189368848119,NA,NA,NA,L
TCD,Chad,2006,811.8512831187816,NA,NA,NA,L
TCD,Chad,2007,810.7306473551325,NA,NA,NA,L
TCD,Chad,2008,808.4620773248116,NA,NA,NA,L
TCD,Chad,2009,815.4186943649257,NA,NA,NA,L
TCD,Chad,2010,895.8779958515419,NA,NA,NA,L
TCD,Chad,2011,867.3030599961936,NA,NA,NA,L
TCD,Chad,2012,913.3759844665063,NA,NA,NA,L
TCD,Chad,2013,933.8351220375152,NA,NA,NA,L
TCD,Chad,2014,965.848930210996,NA,NA,NA,L
CHL,Chile,1991,6487.035472795356,4379.6650390625,33355.359375,17117.818359375,LM
CHL,Chile,1992,7169.218753087435,5005.5517578125,34778.734375,18149.3125,LM
CHL,Chile,1993,7552.216416597494,4571.45166015625,35092.3125,18713.501953125,LM
CHL,Chile,1994,7863.839977280218,4851.75439453125,37343.8125,18780.318359375,LM
CHL,Chile,1995,8573.325026552546,5209.0322265625,40041.06640625,20310.58984375,UM
CHL,Chile,1996,9079.669775937922,5271.82177734375,41052.37109375,21499.9296875,UM
CHL,Chile,1997,9548.079048203683,5697.49365234375,41665.68359375,22268.580078125,UM
CHL,Chile,1998,9726.906210213463,5742.08935546875,44518.26953125,22220.58203125,UM
CHL,Chile,1999,9529.261054677161,5906.4658203125,49021.0390625,21871.412109375,UM
CHL,Chile,2000,9833.026643623543,6819.88671875,39851.7890625,18214.64453125,UM
CHL,Chile,2001,10037.839033572016,7405.798828125,40072.07421875,18585.8671875,UM
CHL,Chile,2002,10132.548639902245,7526.77001953125,39393.42578125,19081.853515625,UM
CHL,Chile,2003,10409.770102151919,7521.76953125,53884.171875,21949.5546875,UM
CHL,Chile,2004,10911.09933958572,6990.41552734375,30899.16796875,33125.65234375,UM
CHL,Chile,2005,11386.429981762913,7269.1298828125,30499.599609375,34092.453125,UM
CHL,Chile,2006,11754.25177669498,7691.4189453125,30006.498046875,34622.66015625,UM
CHL,Chile,2007,12223.484610843196,7935.07177734375,29028.673828125,35972.93359375,UM
CHL,Chile,2008,12486.95063687926,8548.1376953125,28213.333984375,36046.875,UM
CHL,Chile,2009,12222.415943161366,8381.4306640625,28225.07421875,35728.11328125,UM
CHL,Chile,2010,12785.051874948458,8883.95703125,47702.53515625,24840.388671875,UM
CHL,Chile,2011,13385.13121603871,10151.021484375,48167.73046875,25119.1640625,UM
CHL,Chile,2012,13963.665402266493,9721.4013671875,47597.39453125,26493.44921875,UM
CHL,Chile,2013,14364.140969917422,10774.6298828125,48835.59765625,26520.03515625,UM
CHL,Chile,2014,14479.76325816419,NA,NA,NA,H
CHN,China,1991,782.5104710049657,848.63690185546875,2589.10107421875,6140.53466796875,L
CHN,China,1992,883.3331286003147,885.017578125,3017.5556640625,6536.8955078125,L
CHN,China,1993,994.9451645427198,953.0001220703125,3455.320068359375,7220.4091796875,L
CHN,China,1994,1112.420224147913,1002.7702026367188,3931.301513671875,7313.3583984375,L
CHN,China,1995,1221.3752545569364,1063.69140625,4371.9658203125,7519.853515625,L
CHN,China,1996,1328.594574562637,1120.779541015625,4881.1318359375,7781.4169921875,L
CHN,China,1997,1436.406120061743,1152.9378662109375,5433.9326171875,8233.01953125,L
CHN,China,1998,1534.419727142031,1194.162841796875,6696.76904296875,9069.369140625,L
CHN,China,1999,1637.0782754650154,1217.8494873046875,7337.88232421875,9734.75390625,LM
CHN,China,2000,1761.1403843846708,1244.1676025390625,8005.1025390625,10696.07421875,L
CHN,China,2001,1893.482443560014,1298.5220947265625,8617.1103515625,11703.048828125,LM
CHN,China,2002,2051.8238441121025,1353.2613525390625,9159.478515625,10096.8349609375,LM
CHN,China,2003,2243.399182247018,13740.779296875,4313.81494140625,3488.87060546875,LM
CHN,China,2004,2454.8127522891236,15142.078125,4707.15234375,3823.4228515625,LM
CHN,China,2005,2717.463532944181,16939.830078125,5083.0947265625,4314.3984375,LM
CHN,China,2006,3045.2101894485863,18585.92578125,5623.740234375,4951.716796875,LM
CHN,China,2007,3459.3620714386543,20176.978515625,6373.408203125,5736.3935546875,LM
CHN,China,2008,3772.888144917705,21849.822265625,7096.93408203125,6249.107421875,LM
CHN,China,2009,4100.812213448264,25657.9375,7765.1650390625,6843.236328125,LM
CHN,China,2010,4514.940520133805,27539.3203125,8648.9873046875,7516.19970703125,LM
CHN,China,2011,4919.531811858714,33018.88671875,8962.93359375,8479.0205078125,LM
CHN,China,2012,5275.0457878348625,NA,NA,NA,UM
CHN,China,2013,5652.394862173758,NA,NA,NA,UM
CHN,China,2014,6032.618629592029,NA,NA,NA,UM
COL,Colombia,1991,4336.662187156181,151631.328125,18833.654296875,9925.0234375,LM
COL,Colombia,1992,4472.686149836586,128890.03125,17934.98046875,9930.2626953125,LM
COL,Colombia,1993,4497.982094219696,169848.90625,18284.533203125,10580.08203125,LM
COL,Colombia,1994,4679.241522174796,105526.4609375,18709.078125,10142.4365234375,LM
COL,Colombia,1995,4841.366746779969,135841.6875,18755.677734375,10177.3916015625,LM
COL,Colombia,1996,4862.06779671081,108001.7421875,18682.228515625,10199.24609375,LM
COL,Colombia,1997,4951.246676938113,121210.875,19003.021484375,9676.7158203125,LM
COL,Colombia,1998,4904.748565341803,117289.109375,19284.939453125,9302.271484375,LM
COL,Colombia,1999,4629.49803179899,103644.421875,19112.552734375,8645.8896484375,LM
COL,Colombia,2000,4764.167629054976,95549.3984375,16848.1484375,9449.8857421875,LM
COL,Colombia,2001,4774.975608736889,4654.57275390625,22269.595703125,15013.8740234375,LM
COL,Colombia,2002,4825.831766447782,5072.4423828125,19764.736328125,11035.2890625,LM
COL,Colombia,2003,4945.958439509138,4799.94384765625,20797.16796875,10592.7685546875,LM
COL,Colombia,2004,5139.977347700318,5180.59814453125,21270.478515625,11332.8544921875,LM
COL,Colombia,2005,5312.082106182834,4646.39794921875,22072.00390625,11690.5458984375,LM
COL,Colombia,2006,5596.731932422376,5470.7412109375,23111.810546875,12547.7724609375,LM
COL,Colombia,2007,5910.282390850104,6017.6572265625,23659.44921875,12617.5986328125,LM
COL,Colombia,2008,6048.078906391561,5937.75,24427.6328125,12623.1005859375,LM
COL,Colombia,2009,6078.302740832908,5318.59814453125,23792.412109375,12619.294921875,LM
COL,Colombia,2010,6250.654499791471,5249.357421875,24153.904296875,12848.0166015625,UM
COL,Colombia,2011,6592.430736152527,5297.70556640625,24408.4609375,13321.875,UM
COL,Colombia,2012,6789.591686221065,5526.50146484375,24573.060546875,13486.595703125,UM
COL,Colombia,2013,7051.1323136916535,5938.53466796875,26433.2734375,13431.5673828125,UM
COL,Colombia,2014,7291.219273751826,6291.74560546875,26657.439453125,13922.302734375,UM
COM,Comoros,1991,773.2307145251718,NA,NA,NA,L
COM,Comoros,1992,814.9937211869606,NA,NA,NA,L
COM,Comoros,1993,815.5290917616998,NA,NA,NA,L
COM,Comoros,1994,750.7597205515356,NA,NA,NA,L
COM,Comoros,1995,756.3474519865958,NA,NA,NA,L
COM,Comoros,1996,726.2771317271985,NA,NA,NA,L
COM,Comoros,1997,735.3429359410449,NA,NA,NA,L
COM,Comoros,1998,725.2241688827229,NA,NA,NA,L
COM,Comoros,1999,720.1710573500292,NA,NA,NA,L
COM,Comoros,2000,778.2004753339677,NA,NA,NA,L
COM,Comoros,2001,776.7430943561012,NA,NA,NA,L
COM,Comoros,2002,775.5973618930101,NA,NA,NA,L
COM,Comoros,2003,773.0128159581128,NA,NA,NA,L
COM,Comoros,2004,769.1047418268196,NA,NA,NA,L
COM,Comoros,2005,772.0527320330748,NA,NA,NA,L
COM,Comoros,2006,773.5054083873227,NA,NA,NA,L
COM,Comoros,2007,760.9767948413429,NA,NA,NA,L
COM,Comoros,2008,745.6401859953713,NA,NA,NA,L
COM,Comoros,2009,741.8614601249961,NA,NA,NA,L
COM,Comoros,2010,739.8977905762346,NA,NA,NA,L
COM,Comoros,2011,740.8165714566575,NA,NA,NA,L
COM,Comoros,2012,744.643697592028,NA,NA,NA,L
COM,Comoros,2013,752.2141250788079,NA,NA,NA,L
COM,Comoros,2014,749.481975282335,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",1991,583.4816679372419,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",1992,501.8350160139167,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",1993,417.3310360616802,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",1994,386.4194807265187,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",1995,376.3981566983264,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",1996,361.8970688350911,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",1997,332.88126598735374,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",1998,319.6580432135372,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",1999,298.5503848261797,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2000,270.62736762607994,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2001,257.44076003883237,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2002,257.113722061732,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2003,263.0392774515001,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2004,271.91084847964686,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2005,279.4618662588023,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2006,284.9964566463196,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2007,293.1787945666693,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2008,301.4836002501178,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2009,300.2033087904459,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2010,311.24789598842915,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2011,322.11746542217367,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2012,334.3522041293231,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2013,351.474740465051,NA,NA,NA,L
ZAR,"Congo, Dem. Rep.",2014,371.11194081070994,NA,NA,NA,L
COG,"Congo, Rep.",1991,2767.127407176397,NA,NA,NA,LM
COG,"Congo, Rep.",1992,2766.2625705498276,NA,NA,NA,LM
COG,"Congo, Rep.",1993,2668.7024278040603,NA,NA,NA,LM
COG,"Congo, Rep.",1994,2456.7631920516988,NA,NA,NA,LM
COG,"Congo, Rep.",1995,2487.726146244411,NA,NA,NA,LM
COG,"Congo, Rep.",1996,2525.212290551319,NA,NA,NA,L
COG,"Congo, Rep.",1997,2441.5515550788864,NA,NA,NA,L
COG,"Congo, Rep.",1998,2464.7273877100133,NA,NA,NA,L
COG,"Congo, Rep.",1999,2338.5546289327103,NA,NA,NA,L
COG,"Congo, Rep.",2000,2453.179302928444,NA,NA,NA,L
COG,"Congo, Rep.",2001,2486.7878015719702,NA,NA,NA,L
COG,"Congo, Rep.",2002,2542.4487543362757,NA,NA,NA,L
COG,"Congo, Rep.",2003,2505.6577353829525,NA,NA,NA,L
COG,"Congo, Rep.",2004,2531.2079324011233,NA,NA,NA,L
COG,"Congo, Rep.",2005,2657.0631852016218,859.15936279296875,27205.90625,3560.755126953125,L
COG,"Congo, Rep.",2006,2743.2658900779957,NA,NA,NA,L
COG,"Congo, Rep.",2007,2619.1560837023817,NA,NA,NA,LM
COG,"Congo, Rep.",2008,2680.617791664771,NA,NA,NA,LM
COG,"Congo, Rep.",2009,2794.775814900106,NA,NA,NA,LM
COG,"Congo, Rep.",2010,2953.1850078767457,NA,NA,NA,LM
COG,"Congo, Rep.",2011,2972.787059042977,NA,NA,NA,LM
COG,"Congo, Rep.",2012,3007.4583597298883,NA,NA,NA,LM
COG,"Congo, Rep.",2013,3034.3749794181235,NA,NA,NA,LM
COG,"Congo, Rep.",2014,3160.5368350780277,NA,NA,NA,LM
CRI,Costa Rica,1991,4599.619971746863,4517.56640625,11633.0849609375,16257.087890625,LM
CRI,Costa Rica,1992,4894.489485877431,4756.7607421875,12428.326171875,16361.736328125,LM
CRI,Costa Rica,1993,5125.890964570848,5042.18017578125,12983.6708984375,16220.779296875,LM
CRI,Costa Rica,1994,5235.614077535868,5325.49267578125,12954.353515625,16111.4853515625,LM
CRI,Costa Rica,1995,5308.810749237274,5474.62646484375,14175.0966796875,15535.7763671875,LM
CRI,Costa Rica,1996,5228.101436632397,5607.9482421875,14439.9384765625,15647.490234375,LM
CRI,Costa Rica,1997,5390.848318669391,5578.3271484375,14294.8955078125,15152.521484375,LM
CRI,Costa Rica,1998,5712.2723055449505,5858.6396484375,15540.7275390625,15011.7685546875,LM
CRI,Costa Rica,1999,6051.270155076336,6158.9228515625,18119.822265625,15296.0947265625,LM
CRI,Costa Rica,2000,6039.8377050391155,5892.46826171875,18309.59765625,15646.6396484375,LM
CRI,Costa Rica,2001,5995.867842539338,7375.0341796875,15699.642578125,14407.77734375,LM
CRI,Costa Rica,2002,6069.040149479493,6879.45751953125,16438.4921875,14616.166015625,UM
CRI,Costa Rica,2003,6359.500984199388,7634.98681640625,17606.9140625,14998.296875,UM
CRI,Costa Rica,2004,6533.675178613643,7783.2724609375,18377.90234375,15505.8115234375,UM
CRI,Costa Rica,2005,6819.243196064144,7504.52587890625,19427.287109375,15487.4248046875,UM
CRI,Costa Rica,2006,7313.022823336561,8933.3232421875,20846.779296875,15837.9560546875,UM
CRI,Costa Rica,2007,7783.728121232242,9517.2841796875,21009.58203125,16079.283203125,UM
CRI,Costa Rica,2008,7887.961225419401,9803.5224609375,21254.744140625,16510.08984375,UM
CRI,Costa Rica,2009,7705.630694315202,10083.7978515625,22672.92578125,17284.837890625,UM
CRI,Costa Rica,2010,7985.95103532732,8235.3740234375,23085.28515625,17732.16015625,UM
CRI,Costa Rica,2011,8246.560426386868,8696.9091796875,22988.248046875,18197.041015625,UM
CRI,Costa Rica,2012,8572.71440826411,9454.642578125,24313.5546875,18474.703125,UM
CRI,Costa Rica,2013,8768.872013207943,9855.359375,25582.90234375,18697.640625,UM
CRI,Costa Rica,2014,8978.367100108639,NA,NA,NA,UM
CIV,Côte d'Ivoire,1991,1410.3195763868684,NA,NA,NA,LM
CIV,Côte d'Ivoire,1992,1358.7840106661597,NA,NA,NA,LM
CIV,Côte d'Ivoire,1993,1310.6817367670897,NA,NA,NA,LM
CIV,Côte d'Ivoire,1994,1278.3159549847542,NA,NA,NA,LM
CIV,Côte d'Ivoire,1995,1326.5711252909728,NA,NA,NA,L
CIV,Côte d'Ivoire,1996,1386.0128868403965,NA,NA,NA,L
CIV,Côte d'Ivoire,1997,1396.1433840142001,NA,NA,NA,L
CIV,Côte d'Ivoire,1998,1424.7368154203252,NA,NA,NA,L
CIV,Côte d'Ivoire,1999,1411.0587790071984,NA,NA,NA,L
CIV,Côte d'Ivoire,2000,1350.071703924037,NA,NA,NA,L
CIV,Côte d'Ivoire,2001,1323.8649788469427,NA,NA,NA,L
CIV,Côte d'Ivoire,2002,1277.5443886984144,NA,NA,NA,L
CIV,Côte d'Ivoire,2003,1238.1214809785592,NA,NA,NA,L
CIV,Côte d'Ivoire,2004,1231.4782307248975,NA,NA,NA,L
CIV,Côte d'Ivoire,2005,1229.8645309000078,NA,NA,NA,L
CIV,Côte d'Ivoire,2006,1224.6203322625022,NA,NA,NA,L
CIV,Côte d'Ivoire,2007,1221.4073153387899,NA,NA,NA,L
CIV,Côte d'Ivoire,2008,1226.4903787324224,NA,NA,NA,L
CIV,Côte d'Ivoire,2009,1239.1398638082812,NA,NA,NA,L
CIV,Côte d'Ivoire,2010,1236.0851980687191,NA,NA,NA,LM
CIV,Côte d'Ivoire,2011,1154.7544058497842,NA,NA,NA,LM
CIV,Côte d'Ivoire,2012,1248.1912121700334,NA,NA,NA,LM
CIV,Côte d'Ivoire,2013,1330.4812149823163,NA,NA,NA,LM
CIV,Côte d'Ivoire,2014,1409.344266385344,NA,NA,NA,LM
HRV,Croatia,1995,8477.294412191659,NA,NA,NA,LM
HRV,Croatia,1996,9324.727641237489,6125.13427734375,18784.169921875,26375.083984375,LM
HRV,Croatia,1997,9774.7448840481,6880.328125,19889.958984375,26730.908203125,UM
HRV,Croatia,1998,10113.799305863235,8105.6513671875,20517.38671875,27957.92578125,UM
HRV,Croatia,1999,9902.580236808984,7991.45556640625,20555.271484375,28574.30859375,UM
HRV,Croatia,2000,10572.83182855395,9898.1015625,24276.296875,28939.16015625,UM
HRV,Croatia,2001,10901.462914994461,10024.9296875,25146.869140625,33174.18359375,UM
HRV,Croatia,2002,11473.405390162567,11777.37109375,24513.70703125,32082.896484375,UM
HRV,Croatia,2003,12111.086595546532,9933.77734375,25492.99609375,34305.1875,UM
HRV,Croatia,2004,12608.399063003471,10926.12109375,26614.826171875,34041.36328125,UM
HRV,Croatia,2005,13124.52282113966,10219.283203125,28186.28125,34543.875,UM
HRV,Croatia,2006,13758.74194383227,13764.8193359375,28626.109375,34487.8671875,UM
HRV,Croatia,2007,14480.363211332837,13761.2587890625,29054.75390625,35156.6171875,UM
HRV,Croatia,2008,14782.669982871581,14114.86328125,29082.921875,36043.7578125,UM
HRV,Croatia,2009,13707.934905882445,13344.9150390625,28194.443359375,34000.2421875,UM
HRV,Croatia,2010,13509.185815768187,11826.1513671875,29341.6875,34848.9765625,H
HRV,Croatia,2011,13902.831202881338,11801.2958984375,29627.943359375,38119.55078125,H
HRV,Croatia,2012,13640.345491295537,12588.392578125,28773.126953125,37526.48828125,H
HRV,Croatia,2013,13532.860785091872,14230.205078125,28921.1328125,37121.2109375,H
HRV,Croatia,2014,13539.12223497059,15494.3876953125,29962.20703125,35923.453125,H
CUB,Cuba,1991,3744.993554388872,2855.58203125,7428.7333984375,11050.5888671875,Missing
CUB,Cuba,1992,3289.3406849759645,2585.0771484375,5638.9755859375,10472.744140625,LM
CUB,Cuba,1993,2783.926027433978,1879.419189453125,4600.27392578125,8764.84375,LM
CUB,Cuba,1994,2789.449005040301,1796.287109375,5134.70068359375,8105.39501953125,LM
CUB,Cuba,1995,2844.2038412797074,1982.479736328125,6554.4111328125,7878.92822265625,LM
CUB,Cuba,1996,3053.344728380549,2293.8125,7344.80126953125,8187.2763671875,LM
CUB,Cuba,1997,3125.5253427852676,2291.953857421875,7668.05126953125,8412.7099609375,LM
CUB,Cuba,1998,3118.6379017956247,2264.909423828125,7540.3046875,7807.03857421875,LM
CUB,Cuba,1999,3300.178544023728,1946.150634765625,9480.46875,8468.6376953125,LM
CUB,Cuba,2000,3484.004966366387,2123.150634765625,10463.310546875,8758.765625,LM
CUB,Cuba,2001,3583.692701516505,2578.3642578125,9932.7041015625,8467.9638671875,LM
CUB,Cuba,2002,3624.142161828284,2725.88525390625,9679.8388671875,8593.9208984375,LM
CUB,Cuba,2003,3751.384747017771,2721.558837890625,9195.0869140625,8991.9765625,LM
CUB,Cuba,2004,3958.75023762873,2632.838623046875,9259.5283203125,9457.1123046875,LM
CUB,Cuba,2005,4394.234208483027,2365.34326171875,9515.7646484375,10696.197265625,LM
CUB,Cuba,2006,4918.255288184001,2229.740478515625,11408.0283203125,11542.9892578125,LM
CUB,Cuba,2007,5271.291050604656,2764.099365234375,11570.7470703125,11783.53515625,LM
CUB,Cuba,2008,5485.289100485229,2749.041015625,11932.6259765625,12305.9921875,LM
CUB,Cuba,2009,5561.229362450244,2769.30810546875,12010.9970703125,12202.53125,UM
CUB,Cuba,2010,5688.666732165248,2852.513916015625,12758.814453125,12208.6787109375,UM
CUB,Cuba,2011,5840.145510978813,2744.994873046875,13084.90625,12917.8564453125,UM
CUB,Cuba,2012,6006.080247178139,2884.896240234375,11917.0703125,13605.447265625,UM
CUB,Cuba,2013,6156.618194199783,3061.298583984375,13636.0888671875,13324.8681640625,UM
CYP,Cyprus,1991,21063.0324832892,13522.2548828125,36474.69921875,42591.45703125,H
CYP,Cyprus,1992,22437.992470664,15670.96875,36428.3203125,42396.82421875,H
CYP,Cyprus,1993,22055.9569775672,17123.384765625,37980.62890625,43137.46484375,H
CYP,Cyprus,1994,22879.1296434022,15149.9296875,37824.40234375,42274.83203125,H
CYP,Cyprus,1995,23838.6163268094,18215.677734375,38357.8046875,47198.12890625,H
CYP,Cyprus,1996,23842.9308557286,NA,NA,NA,H
CYP,Cyprus,1997,24072.0963620184,NA,NA,NA,H
CYP,Cyprus,1998,24989.4750023373,NA,NA,NA,H
CYP,Cyprus,1999,25869.4031886309,44305.9140625,37220.46484375,45523.58203125,H
CYP,Cyprus,2000,27047.8372429405,35372.2734375,33846.68359375,44163.8359375,H
CYP,Cyprus,2001,27714.7436402428,35590.703125,32823.47265625,43040.375,H
CYP,Cyprus,2002,28281.3553469254,34770.03125,34462.6015625,42422.51171875,H
CYP,Cyprus,2003,28718.7368469177,31453.2421875,35596.6015625,42114.1640625,H
CYP,Cyprus,2004,29578.1343192141,30938.310546875,34898.59375,43275.18359375,H
CYP,Cyprus,2005,30281.5096846239,34712.1171875,34334.3515625,45043.60546875,H
CYP,Cyprus,2006,31125.6244992151,31577.5078125,36355.25390625,44691.015625,H
CYP,Cyprus,2007,31973.3516508005,28677.5390625,37876.5859375,45486.32421875,H
CYP,Cyprus,2008,32319.4004641085,30657.8828125,37075.921875,46838.69140625,H
CYP,Cyprus,2009,30824.9493545846,33851.60546875,34413.1484375,46009.3828125,H
CYP,Cyprus,2010,30438.9001948061,34805.26953125,34724.59375,45774.171875,H
CYP,Cyprus,2011,29792.0892718589,36133.26953125,31880.6171875,47387.12109375,H
CYP,Cyprus,2012,28623.2964001098,46642.45703125,29573.654296875,47674.83984375,H
CYP,Cyprus,2013,26985.9957482791,43787.65625,28549.166015625,46237.1015625,H
CYP,Cyprus,2014,26603.3470527108,25855.7890625,27413.8515625,44958.609375,H
CZE,Czech Republic,1991,12357.735875000646,NA,NA,NA,Missing
CZE,Czech Republic,1992,12282.57444038704,NA,NA,NA,Missing
CZE,Czech Republic,1993,12277.409236768353,9417.275390625,18922.40234375,31441.6640625,Missing
CZE,Czech Republic,1994,12630.034050373255,12269.6796875,19193.966796875,30723.396484375,LM
CZE,Czech Republic,1995,13424.028040848825,11503.857421875,21074.443359375,31338.986328125,LM
CZE,Czech Republic,1996,14015.253832093798,11393.0185546875,22748.44921875,31612.52734375,UM
CZE,Czech Republic,1997,13935.762477218024,11339.767578125,21706.5859375,31867.521484375,UM
CZE,Czech Republic,1998,13904.888828602092,12559.3017578125,21441.361328125,32329.95703125,UM
CZE,Czech Republic,1999,14119.267239128647,13768.2314453125,21984.033203125,33197.77734375,UM
CZE,Czech Republic,2000,14766.918303772092,14138.220703125,23562.50390625,34534.93359375,UM
CZE,Czech Republic,2001,15274.81677628568,14580.1103515625,23622.419921875,35744.43359375,UM
CZE,Czech Republic,2002,15556.364870890326,14377.5234375,24468.3046875,35875.55078125,UM
CZE,Czech Republic,2003,16121.293988657651,16263.6953125,25227.05859375,37027.234375,UM
CZE,Czech Republic,2004,16913.739502441258,18581.70703125,28000.642578125,37919.62109375,UM
CZE,Czech Republic,2005,17978.480848015814,22873.474609375,30310.61328125,39047.32421875,UM
CZE,Czech Republic,2006,19162.816648444797,21839.244140625,33702.1640625,40695.0234375,UM
CZE,Czech Republic,2007,20104.71733676844,16393.03125,34598.9609375,42521.00390625,UM
CZE,Czech Republic,2008,20479.18399948088,19836.517578125,36159.8125,42589.17578125,H
CZE,Czech Republic,2009,19376.9148120796,25173.669921875,34789.53515625,40544.76953125,H
CZE,Czech Republic,2010,19763.96379847371,21267.3671875,37672.734375,41123.078125,H
CZE,Czech Republic,2011,20111.022326111037,22594.875,38617.53125,41453.55078125,H
CZE,Czech Republic,2012,19902.093818532,23193.4140625,37834.83984375,41168.453125,H
CZE,Czech Republic,2013,19790.411208683297,22455.265625,36837.48828125,40935.5234375,H
CZE,Czech Republic,2014,20160.6601967281,26247.66015625,37718.91796875,41526.87890625,H
DNK,Denmark,1991,45049.740113998756,16565.38671875,81015.59375,82398.7109375,H
DNK,Denmark,1992,45788.02143581108,18308.29296875,82885.0703125,82262.921875,H
DNK,Denmark,1993,45594.833064917126,23819.47265625,83207.7734375,85470.515625,H
DNK,Denmark,1994,47951.91766309284,25099.9609375,88530.4375,88873.8515625,H
DNK,Denmark,1995,49164.92904105915,29244.5390625,89076.0703125,88032.4140625,H
DNK,Denmark,1996,50305.27902693785,33745.65234375,90823.84375,89171.3203125,H
DNK,Denmark,1997,51730.2612732289,35969.015625,94657.515625,89089.84375,H
DNK,Denmark,1998,52686.02680753178,36535.2109375,95623.515625,90821.6484375,H
DNK,Denmark,1999,54060.045886432155,41099.6171875,95899.0703125,92982.265625,H
DNK,Denmark,2000,55898.472557347384,40271.09375,105585.9140625,95618.2890625,H
DNK,Denmark,2001,56157.02387731263,44842.32421875,104334.0078125,97661.984375,H
DNK,Denmark,2002,56238.91966359649,46725.28515625,110924.6171875,95212.8125,H
DNK,Denmark,2003,56304.93901544258,45844.93359375,111938.8984375,97336.4453125,H
DNK,Denmark,2004,57641.641533530616,46548.98046875,110693.9296875,98451.25,H
DNK,Denmark,2005,58883.947191609805,44916.765625,109353.5625,100575.25,H
DNK,Denmark,2006,60919.08214291255,47508.88671875,113544.5390625,101298.5,H
DNK,Denmark,2007,61149.53014794904,52384.96875,109823.625,102679.75,H
DNK,Denmark,2008,60354.84622330267,45495.6640625,108345.7109375,100456.4296875,H
DNK,Denmark,2009,56978.33397401943,43500.7421875,114056.828125,97423.4609375,H
DNK,Denmark,2010,57647.66876206502,63249.5078125,119793.7421875,100862.4609375,H
