countrycode,country,year,gdppc,prodag,prodind,prodserv,incomeClass
AFG,Afghanistan,2002,372.9326411258901,NA,NA,NA,L
AFG,Afghanistan,2003,386.0906173515162,NA,NA,NA,L
AFG,Afghanistan,2004,373.6879246210395,NA,NA,NA,L
AFG,Afghanistan,2005,400.12293649463214,NA,NA,NA,L
AFG,Afghanistan,2006,409.2036876016096,NA,NA,NA,L
AFG,Afghanistan,2007,452.9482239197487,NA,NA,NA,L
AFG,Afghanistan,2008,457.78587299638434,NA,NA,NA,L
AFG,Afghanistan,2009,540.1982851084434,NA,NA,NA,L
AFG,Afghanistan,2010,569.9407287932855,NA,NA,NA,L
AFG,Afghanistan,2011,587.0050478456234,NA,NA,NA,L
AFG,Afghanistan,2012,651.0018519525775,NA,NA,NA,L
AFG,Afghanistan,2013,643.081145950878,NA,NA,NA,L
AFG,Afghanistan,2014,632.0548057338331,NA,NA,NA,L
ALB,Albania,1991,1331.4859424431233,NA,NA,NA,Missing
ALB,Albania,1992,1243.1349439420956,NA,NA,NA,LM
ALB,Albania,1993,1370.8146748856277,NA,NA,NA,LM
ALB,Albania,1994,1493.733946255067,NA,NA,NA,LM
ALB,Albania,1995,1702.8869350985956,NA,NA,NA,L
ALB,Albania,1996,1869.4323501485999,NA,NA,NA,L
ALB,Albania,1997,1677.2834683466601,NA,NA,NA,L
ALB,Albania,1998,1839.9304176064097,NA,NA,NA,LM
ALB,Albania,1999,2101.611152651875,NA,NA,NA,L
ALB,Albania,2000,2256.050962001612,1849.2177734375,14311.484375,13341.759765625,LM
ALB,Albania,2001,2458.1499860131626,2130.4921875,18939.70703125,16549.35546875,LM
ALB,Albania,2002,2569.858294809652,2422.9326171875,8463.2939453125,11855.9404296875,LM
ALB,Albania,2003,2728.4181013355014,2469.278564453125,10885.703125,11168.2275390625,LM
ALB,Albania,2004,2896.277871665842,2615.84716796875,11934.0673828125,11598.697265625,LM
ALB,Albania,2005,3077.679736713804,2643.8896484375,13191.57421875,12157.9501953125,LM
ALB,Albania,2006,3265.36562170136,2764.724853515625,14778.990234375,12058.8818359375,LM
ALB,Albania,2007,3484.2541108637624,3512.2587890625,10851.9658203125,12373.0244140625,LM
ALB,Albania,2008,3775.478443863826,NA,NA,NA,LM
ALB,Albania,2009,3928.340827565731,4244.5322265625,13181.591796875,13454.1162109375,LM
ALB,Albania,2010,4094.3588319191763,NA,NA,NA,LM
ALB,Albania,2011,4210.6770797331355,NA,NA,NA,UM
ALB,Albania,2012,4277.143310035795,NA,NA,NA,UM
ALB,Albania,2013,4329.986833894111,NA,NA,NA,LM
ALB,Albania,2014,4421.162420531447,NA,NA,NA,UM
DZA,Algeria,1991,3423.701445649603,NA,NA,NA,LM
DZA,Algeria,1992,3404.97546580988,NA,NA,NA,LM
DZA,Algeria,1993,3260.8826634676766,NA,NA,NA,LM
DZA,Algeria,1994,3165.901735832877,NA,NA,NA,LM
DZA,Algeria,1995,3224.5520298393776,NA,NA,NA,LM
DZA,Algeria,1996,3298.833439110245,NA,NA,NA,LM
DZA,Algeria,1997,3282.0181707700667,NA,NA,NA,LM
DZA,Algeria,1998,3398.3299324404193,NA,NA,NA,LM
DZA,Algeria,1999,3458.0983821459945,NA,NA,NA,LM
DZA,Algeria,2000,3541.493532488398,NA,NA,NA,LM
DZA,Algeria,2001,3600.781024697438,5699.33203125,42392.87109375,8854.8798828125,LM
DZA,Algeria,2002,3754.872206142634,NA,NA,NA,LM
DZA,Algeria,2003,3974.9620261287578,6107.52001953125,43829.5546875,8844.0419921875,LM
DZA,Algeria,2004,4092.53020886053,6132.8671875,39341.8203125,8976.927734375,LM
DZA,Algeria,2005,4275.279288997164,NA,NA,NA,LM
DZA,Algeria,2006,4285.934520549704,NA,NA,NA,LM
DZA,Algeria,2007,4365.347862148781,NA,NA,NA,LM
DZA,Algeria,2008,4399.607377139599,NA,NA,NA,LM
DZA,Algeria,2009,4395.412544229009,NA,NA,NA,LM
DZA,Algeria,2010,4473.486445681154,NA,NA,NA,UM
DZA,Algeria,2011,4517.844139822724,13845.970703125,25655.6953125,10055.568359375,UM
DZA,Algeria,2012,4581.327517244465,NA,NA,NA,UM
DZA,Algeria,2013,4617.511065338888,NA,NA,NA,UM
DZA,Algeria,2014,4700.87011477878,NA,NA,NA,UM
ADO,Andorra,1991,35287.80888577832,NA,NA,NA,Missing
ADO,Andorra,1992,34267.361658538764,NA,NA,NA,H
ADO,Andorra,1993,32746.982427189178,NA,NA,NA,H
ADO,Andorra,1994,32616.333218645013,NA,NA,NA,H
ADO,Andorra,1995,32913.68858000212,NA,NA,NA,H
ADO,Andorra,1996,34209.966147556515,NA,NA,NA,H
ADO,Andorra,1997,37395.773987847366,NA,NA,NA,H
ADO,Andorra,1998,38746.934340605,NA,NA,NA,H
ADO,Andorra,1999,40163.57951227054,NA,NA,NA,H
ADO,Andorra,2000,39862.643235062395,NA,NA,NA,H
ADO,Andorra,2001,40801.77925377682,NA,NA,NA,H
ADO,Andorra,2002,41421.72150289872,NA,NA,NA,H
ADO,Andorra,2003,44083.458305918546,NA,NA,NA,H
ADO,Andorra,2004,45479.40394399627,NA,NA,NA,H
ADO,Andorra,2005,47302.20247979311,NA,NA,NA,H
ADO,Andorra,2006,48195.406828471416,NA,NA,NA,H
ADO,Andorra,2007,47377.78256322076,NA,NA,NA,H
ADO,Andorra,2008,42932.7218102552,NA,NA,NA,H
ADO,Andorra,2009,41362.1584645905,NA,NA,NA,H
ADO,Andorra,2010,39639.386021211016,NA,NA,NA,H
ADO,Andorra,2011,38695.000139935066,NA,NA,NA,H
ADO,Andorra,2012,39456.57385503813,NA,NA,NA,H
ADO,Andorra,2013,41205.10536723371,NA,NA,NA,H
AGO,Angola,1991,2757.4774072495034,NA,NA,NA,LM
AGO,Angola,1992,2485.573985006305,NA,NA,NA,LM
AGO,Angola,1993,1810.8404144797112,NA,NA,NA,LM
AGO,Angola,1994,1814.6973957417517,NA,NA,NA,LM
AGO,Angola,1995,1942.8772274877106,NA,NA,NA,LM
AGO,Angola,1996,2098.9798673139444,NA,NA,NA,LM
AGO,Angola,1997,2202.9269354520425,NA,NA,NA,L
AGO,Angola,1998,2288.8444389952433,NA,NA,NA,L
AGO,Angola,1999,2295.957762892884,NA,NA,NA,L
AGO,Angola,2000,2293.3914016827152,NA,NA,NA,L
AGO,Angola,2001,2312.764852760556,NA,NA,NA,L
AGO,Angola,2002,2079.1820299827946,NA,NA,NA,L
AGO,Angola,2003,2112.0246825355252,NA,NA,NA,L
AGO,Angola,2004,2260.0084596586603,NA,NA,NA,L
AGO,Angola,2005,2580.592718465217,NA,NA,NA,L
AGO,Angola,2006,3010.0653909773105,NA,NA,NA,LM
AGO,Angola,2007,3566.554195738102,NA,NA,NA,LM
AGO,Angola,2008,3924.6654279388217,NA,NA,NA,LM
AGO,Angola,2009,3886.588649098865,NA,NA,NA,LM
AGO,Angola,2010,3886.4793543252435,NA,NA,NA,LM
AGO,Angola,2011,3905.818052789026,NA,NA,NA,LM
AGO,Angola,2012,3972.6009502939414,NA,NA,NA,LM
AGO,Angola,2013,4105.2799002782585,NA,NA,NA,UM
AGO,Angola,2014,4164.1187358212,NA,NA,NA,UM
ATG,Antigua and Barbuda,1991,10988.060025022687,NA,NA,NA,UM
ATG,Antigua and Barbuda,1992,10902.726660030348,NA,NA,NA,UM
ATG,Antigua and Barbuda,1993,11236.383079152374,NA,NA,NA,UM
ATG,Antigua and Barbuda,1994,11645.418133293342,NA,NA,NA,UM
ATG,Antigua and Barbuda,1995,10865.296118415823,NA,NA,NA,UM
ATG,Antigua and Barbuda,1996,11284.536558971136,NA,NA,NA,UM
ATG,Antigua and Barbuda,1997,11510.292807155787,NA,NA,NA,UM
ATG,Antigua and Barbuda,1998,11697.940555676674,NA,NA,NA,UM
ATG,Antigua and Barbuda,1999,11886.157063327459,NA,NA,NA,UM
ATG,Antigua and Barbuda,2000,12227.03171178973,NA,NA,NA,UM
ATG,Antigua and Barbuda,2001,11638.027151661385,NA,NA,NA,UM
ATG,Antigua and Barbuda,2002,11819.998000433141,NA,NA,NA,UM
ATG,Antigua and Barbuda,2003,12383.747391975568,NA,NA,NA,UM
ATG,Antigua and Barbuda,2004,12908.52764673833,NA,NA,NA,H
ATG,Antigua and Barbuda,2005,13553.304046848973,NA,NA,NA,UM
ATG,Antigua and Barbuda,2006,15200.19032045229,NA,NA,NA,UM
ATG,Antigua and Barbuda,2007,16460.641386144882,NA,NA,NA,H
ATG,Antigua and Barbuda,2008,16288.419986043538,NA,NA,NA,H
ATG,Antigua and Barbuda,2009,14170.21971014783,NA,NA,NA,H
ATG,Antigua and Barbuda,2010,13017.310387548714,NA,NA,NA,H
ATG,Antigua and Barbuda,2011,12650.57940437637,NA,NA,NA,UM
ATG,Antigua and Barbuda,2012,13023.596943524832,NA,NA,NA,UM
ATG,Antigua and Barbuda,2013,12846.387125037598,NA,NA,NA,UM
ATG,Antigua and Barbuda,2014,13330.290172654211,NA,NA,NA,H
ARG,Argentina,1991,6889.911516402058,549185.8125,16024.7255859375,14696.6328125,LM
ARG,Argentina,1992,7606.922263962419,412370.34375,18307.7265625,15911.9462890625,LM
ARG,Argentina,1993,7948.615710321421,357185.21875,21624.251953125,16543.96484375,UM
ARG,Argentina,1994,8303.650089472376,386420.0,23819.16796875,17409.857421875,UM
ARG,Argentina,1995,7966.719985835211,359415.125,25045.9296875,17689.5,UM
ARG,Argentina,1996,8306.172331948395,257480.296875,27947.0234375,17567.990234375,UM
ARG,Argentina,1997,8876.071962345213,248137.328125,28891.01171875,18332.21484375,UM
ARG,Argentina,1998,9114.142815411304,259723.296875,29446.541015625,18249.119140625,UM
ARG,Argentina,1999,8707.921667041539,304111.46875,28882.017578125,17663.7109375,UM
ARG,Argentina,2000,8543.772934250957,297354.5,28878.103515625,17464.19140625,UM
ARG,Argentina,2001,8076.840624152004,268450.84375,28574.177734375,16959.6640625,UM
ARG,Argentina,2002,7117.530911856836,205356.09375,26127.7890625,14749.4541015625,UM
ARG,Argentina,2003,7661.575886395162,150648.859375,27227.72265625,15213.7763671875,UM
ARG,Argentina,2004,8262.944322845355,154912.296875,26067.51171875,14701.2373046875,UM
ARG,Argentina,2005,8926.958269180288,182596.71875,26655.736328125,15572.9208984375,UM
ARG,Argentina,2006,9575.98515164215,206132.9375,28628.37109375,16494.3203125,UM
ARG,Argentina,2007,10232.41686299869,235748.359375,28858.37890625,17607.54296875,UM
ARG,Argentina,2008,10439.461911856963,153896.515625,29299.62109375,18251.697265625,UM
ARG,Argentina,2009,10337.985888896967,248287.890625,29942.82421875,18161.185546875,UM
ARG,Argentina,2010,11198.642566685872,66206.3515625,31154.716796875,20415.2265625,UM
ARG,Argentina,2011,12011.717160768228,60710.73046875,31814.8515625,22415.12890625,UM
ARG,Argentina,2012,11981.57606960733,283639.5625,33203.48046875,21472.15234375,UM
ARG,Argentina,2013,12198.885384878246,309015.875,32734.640625,22077.439453125,UM
ARG,Argentina,2014,12128.278936789708,390047.5625,32022.3984375,22198.576171875,UM
ARM,Armenia,1991,1598.5560994168043,NA,NA,NA,Missing
ARM,Armenia,1992,947.1934790368716,NA,NA,NA,Missing
ARM,Armenia,1993,884.3039339872216,NA,NA,NA,LM
ARM,Armenia,1994,954.644256195191,NA,NA,NA,LM
ARM,Armenia,1995,1041.6552807178252,NA,NA,NA,L
ARM,Armenia,1996,1120.039769037436,NA,NA,NA,L
ARM,Armenia,1997,1170.4310757001035,NA,NA,NA,L
ARM,Armenia,1998,1265.8349390311273,NA,NA,NA,L
ARM,Armenia,1999,1315.6961953639718,NA,NA,NA,L
ARM,Armenia,2000,1401.3494720019555,NA,NA,NA,L
ARM,Armenia,2001,1543.329992105916,NA,NA,NA,L
ARM,Armenia,2002,1754.1682818686636,2547.63671875,10781.37109375,4437.42919921875,L
ARM,Armenia,2003,2007.6018642287465,2683.70849609375,14221.578125,5182.89111328125,L
ARM,Armenia,2004,2225.404505072917,3283.13916015625,17150.263671875,6494.6220703125,LM
ARM,Armenia,2005,2543.272561572067,3455.107177734375,18456.84375,6872.64306640625,LM
ARM,Armenia,2006,2891.166178603314,3559.6416015625,22483.130859375,8417.9521484375,LM
ARM,Armenia,2007,3304.135079221726,3977.95458984375,26070.01171875,9408.599609375,LM
ARM,Armenia,2008,3547.6592034970704,4342.13916015625,18502.447265625,7788.92041015625,LM
ARM,Armenia,2009,3054.8261109232753,4569.5068359375,15976.0712890625,7614.57666015625,LM
ARM,Armenia,2010,3124.7840178619485,3745.3701171875,16063.8193359375,7516.80419921875,LM
ARM,Armenia,2011,3266.7016836163452,4084.330810546875,16420.16015625,7424.73388671875,LM
ARM,Armenia,2012,3489.728889090982,4570.50146484375,15939.0703125,7696.56005859375,LM
ARM,Armenia,2013,3588.2003248578385,4892.7646484375,16150.484375,7407.58642578125,LM
ARM,Armenia,2014,3696.538752518561,NA,NA,NA,LM
ABW,Aruba,2010,24289.141516132615,NA,NA,NA,H
AUS,Australia,1991,35225.03906112605,37383.82421875,93517.0234375,76558.78125,H
AUS,Australia,1992,34939.059614560065,37678.81640625,93604.3125,77117.3671875,H
AUS,Australia,1993,36003.66677807523,39444.79296875,95025.8984375,79889.28125,H
AUS,Australia,1994,37063.07597549923,41508.73046875,96268.1484375,80521.5625,H
AUS,Australia,1995,38038.46873282905,34841.18359375,98684.3046875,80216.2578125,H
AUS,Australia,1996,39024.56625341493,41730.640625,102957.7421875,82094.453125,H
AUS,Australia,1997,40113.717213953496,43959.8515625,104770.9453125,85135.671875,H
AUS,Australia,1998,41459.69425685225,44041.03515625,109425.5390625,86321.1015625,H
AUS,Australia,1999,43041.05496855576,46473.1796875,112248.4453125,89312.3671875,H
AUS,Australia,2000,44176.31173298779,48249.3515625,111257.5625,90916.4765625,H
AUS,Australia,2001,44425.57111217799,50585.92578125,114400.0703125,91409.3828125,H
AUS,Australia,2002,45579.194082375274,55638.921875,115632.84375,92895.5078125,H
AUS,Australia,2003,46402.68425959763,48379.24609375,119028.203125,92714.25,H
AUS,Australia,2004,47771.04777039748,63081.37109375,117306.640625,96165.375,H
AUS,Australia,2005,48656.47501614877,65477.61328125,117533.078125,96320.3359375,H
AUS,Australia,2006,49374.055537357286,69396.8046875,117130.09375,96733.109375,H
AUS,Australia,2007,50910.34229741066,59685.8125,120587.890625,98653.8359375,H
AUS,Australia,2008,51749.89514268913,63999.58203125,119887.15625,100348.8203125,H
AUS,Australia,2009,51616.69451214433,75222.0078125,123419.75,101761.453125,H
AUS,Australia,2010,51845.654860556235,73167.9609375,124709.1953125,101620.671875,H
AUS,Australia,2011,52346.902486850864,82443.78125,136569.8125,93165.3984375,H
AUS,Australia,2012,53321.87933809126,82850.9453125,144897.34375,95302.0,H
AUS,Australia,2013,53703.57473221673,90912.5859375,136159.484375,105030.0546875,H
AUS,Australia,2014,54232.65835955793,NA,NA,NA,H
AUT,Austria,1991,34604.52067737187,16980.787109375,57039.62109375,82003.125,H
AUT,Austria,1992,34942.29275331137,16971.43359375,58397.8515625,80386.1484375,H
AUT,Austria,1993,34837.9012268093,17129.291015625,59012.625,80124.34375,H
AUT,Austria,1994,35537.71161765516,17220.4921875,64745.63671875,75396.015625,H
AUT,Austria,1995,36430.03257939221,16943.41796875,67492.7265625,77048.5390625,H
AUT,Austria,1996,37253.40579951334,16935.642578125,73618.5,77418.0234375,H
AUT,Austria,1997,38031.73002071154,18232.638671875,76717.8984375,77762.078125,H
AUT,Austria,1998,39342.45350242133,20229.900390625,78768.25,80203.8984375,H
AUT,Austria,1999,40675.62594521366,23392.685546875,79105.6640625,81515.21875,H
AUT,Austria,2000,41944.76233336648,23238.986328125,81579.171875,84192.390625,H
AUT,Austria,2001,42348.81142341796,23906.642578125,84801.984375,83803.734375,H
AUT,Austria,2002,42838.76864139654,22757.703125,84645.1328125,84287.21875,H
AUT,Austria,2003,42952.94797508381,23255.27734375,85331.8359375,83761.9375,H
AUT,Austria,2004,43842.2955191408,28208.126953125,96800.7890625,83527.0078125,H
AUT,Austria,2005,44476.77968858425,26019.806640625,93975.40625,85805.5546875,H
AUT,Austria,2006,45740.239042188405,25632.5546875,93768.5234375,87574.375,H
AUT,Austria,2007,47243.34045201824,26908.978515625,99055.1484375,87482.7109375,H
AUT,Austria,2008,47824.37489255069,30165.751953125,101336.921875,86689.90625,H
AUT,Austria,2009,45887.13062144194,28169.982421875,94114.390625,84505.4375,H
AUT,Austria,2010,46659.840818134384,26147.19921875,97555.59375,85418.734375,H
AUT,Austria,2011,47808.62349152027,31723.853515625,95774.34375,87706.1484375,H
AUT,Austria,2012,47951.55677544379,30260.669921875,96757.4765625,86926.2265625,H
AUT,Austria,2013,47825.43384146476,31043.16796875,97429.8671875,87461.734375,H
AUT,Austria,2014,47644.98567805661,29949.169921875,98061.8984375,87398.7890625,H
AZE,Azerbaijan,1991,3049.0159948344417,NA,NA,NA,Missing
AZE,Azerbaijan,1992,2324.4529766324013,2184.43994140625,16656.5546875,5278.583984375,Missing
AZE,Azerbaijan,1993,1760.5546508584207,1917.5242919921875,12910.8505859375,4143.4990234375,LM
AZE,Azerbaijan,1994,1394.7442089461467,1683.681640625,9389.9443359375,3713.289306640625,LM
AZE,Azerbaijan,1995,1216.0779171029124,1563.2669677734375,8384.3818359375,3156.640625,LM
AZE,Azerbaijan,1996,1219.5093489518179,1508.801025390625,10259.8125,2729.521240234375,L
AZE,Azerbaijan,1997,1277.8541240600807,1544.9422607421875,13066.8935546875,2504.99169921875,L
AZE,Azerbaijan,1998,1392.3611935510392,1109.110595703125,19160.05859375,2291.0888671875,L
AZE,Azerbaijan,1999,1482.3297728069683,1141.4298095703125,18727.8046875,2534.489501953125,L
AZE,Azerbaijan,2000,1633.3944354131013,1478.35888671875,17526.6796875,2734.316162109375,L
AZE,Azerbaijan,2001,1781.2463950709648,1626.6480712890625,18507.21484375,2772.5390625,L
AZE,Azerbaijan,2002,1955.413150456206,1664.267578125,19281.947265625,2923.7822265625,L
AZE,Azerbaijan,2003,2158.0071706915396,1712.92822265625,21038.845703125,3172.637451171875,L
AZE,Azerbaijan,2004,2357.396026373732,1758.007080078125,21902.341796875,3374.725830078125,L
AZE,Azerbaijan,2005,2949.4428184384374,1839.89794921875,29927.52734375,3784.04541015625,LM
AZE,Azerbaijan,2006,3923.658153548959,1811.0340576171875,41242.94921875,4777.18994140625,LM
AZE,Azerbaijan,2007,4851.1769087185885,1854.031005859375,52959.06640625,5530.31884765625,LM
AZE,Azerbaijan,2008,5262.101355500056,1912.805419921875,55032.0234375,6314.91796875,LM
AZE,Azerbaijan,2009,5639.001689404999,1903.8143310546875,56821.671875,6842.92236328125,LM
AZE,Azerbaijan,2010,5842.805783585763,1817.08349609375,54823.13671875,7314.4921875,LM
AZE,Azerbaijan,2011,5770.969702706055,1884.5057373046875,50477.91015625,7266.21533203125,UM
AZE,Azerbaijan,2012,5820.079847471198,1966.8060302734375,57486.6171875,4901.44775390625,UM
AZE,Azerbaijan,2013,6078.320648514231,2046.0677490234375,56715.73828125,5545.0849609375,UM
AZE,Azerbaijan,2014,6122.980489251788,1971.1343994140625,55080.10546875,6035.44189453125,UM
BHS,"Bahamas, The",1991,21868.059483047025,33743.734375,41485.48828125,55020.80078125,H
BHS,"Bahamas, The",1992,20635.083374483333,29012.541015625,41581.8359375,55882.25,H
BHS,"Bahamas, The",1993,20314.49635994556,29324.15625,44635.421875,53235.4140625,H
BHS,"Bahamas, The",1994,20594.342887666746,28940.99609375,45835.42578125,52662.33984375,H
BHS,"Bahamas, The",1995,21170.166927397164,34115.78125,39801.11328125,53433.71875,H
BHS,"Bahamas, The",1996,21781.21450550805,32233.462890625,40059.89453125,57047.84765625,H
BHS,"Bahamas, The",1997,21984.361832977665,38236.76953125,47660.578125,46809.64453125,H
BHS,"Bahamas, The",1998,22776.316274919445,37166.8203125,50209.92578125,48095.73046875,H
BHS,"Bahamas, The",1999,24111.048397724586,29990.84765625,42124.71484375,52704.91015625,H
BHS,"Bahamas, The",2000,24747.394177648668,NA,NA,NA,H
BHS,"Bahamas, The",2001,24957.570192353498,29500.9296875,36039.0234375,53775.5703125,H
BHS,"Bahamas, The",2002,25132.480630269263,37532.55859375,38536.87890625,54036.98828125,H
BHS,"Bahamas, The",2003,24296.961698477233,49692.5859375,45531.3359375,49828.0546875,H
BHS,"Bahamas, The",2004,23996.07503577688,30284.005859375,41140.53515625,49883.9140625,H
BHS,"Bahamas, The",2005,24305.617722112715,33007.73046875,40170.59765625,50019.63671875,H
BHS,"Bahamas, The",2006,24430.73540363769,40000.62890625,41766.55859375,46337.0625,H
BHS,"Bahamas, The",2007,24316.48580315561,39211.1484375,32557.349609375,48043.25390625,H
BHS,"Bahamas, The",2008,23320.220196875343,31295.033203125,40064.8046875,44051.9921875,H
BHS,"Bahamas, The",2009,21956.46185067239,33440.2265625,38750.3671875,43773.0234375,H
BHS,"Bahamas, The",2010,21920.516586758305,NA,NA,NA,H
BHS,"Bahamas, The",2011,21701.17073426547,23688.4765625,54468.953125,40205.25,H
BHS,"Bahamas, The",2012,21844.186908477473,NA,NA,NA,H
BHS,"Bahamas, The",2013,21533.67454483188,NA,NA,NA,H
BHS,"Bahamas, The",2014,21457.867877485907,NA,NA,NA,H
BHR,Bahrain,1991,19411.670490002685,NA,NA,NA,H
BHR,Bahrain,1992,20191.5508161928,NA,NA,NA,UM
BHR,Bahrain,1993,22239.521878602103,NA,NA,NA,UM
BHR,Bahrain,1994,21640.22271186817,NA,NA,NA,UM
BHR,Bahrain,1995,21909.035017561964,NA,NA,NA,UM
BHR,Bahrain,1996,22175.195758379057,NA,NA,NA,UM
BHR,Bahrain,1997,22173.56049239958,NA,NA,NA,UM
BHR,Bahrain,1998,22475.50590025237,NA,NA,NA,UM
BHR,Bahrain,1999,22606.181988531578,NA,NA,NA,UM
BHR,Bahrain,2000,22877.951739682136,NA,NA,NA,UM
BHR,Bahrain,2001,22501.75994863388,NA,NA,NA,UM
BHR,Bahrain,2002,22335.56224002757,NA,NA,NA,UM
BHR,Bahrain,2003,22554.509480718236,NA,NA,NA,H
BHR,Bahrain,2004,22743.56080370043,NA,NA,NA,H
BHR,Bahrain,2005,22629.904861797186,NA,NA,NA,H
BHR,Bahrain,2006,22203.899257916673,NA,NA,NA,H
BHR,Bahrain,2007,22036.401777213377,NA,NA,NA,H
BHR,Bahrain,2008,21540.710550429834,NA,NA,NA,H
BHR,Bahrain,2009,20592.905842178476,NA,NA,NA,H
BHR,Bahrain,2010,20386.017555111554,10157.6083984375,47823.80859375,32919.3046875,H
BHR,Bahrain,2011,20101.849837582773,NA,NA,NA,H
BHR,Bahrain,2012,20392.86115058389,NA,NA,NA,H
BHR,Bahrain,2013,21244.219613290068,NA,NA,NA,H
BHR,Bahrain,2014,21992.390709896175,NA,NA,NA,H
BGD,Bangladesh,1991,404.56403638681263,337.1606750488281,1298.4580078125,3416.606201171875,L
BGD,Bangladesh,1992,417.0597728774824,NA,NA,NA,L
BGD,Bangladesh,1993,427.2593919321749,NA,NA,NA,L
BGD,Bangladesh,1994,434.4165041355091,NA,NA,NA,L
BGD,Bangladesh,1995,446.9698305121987,NA,NA,NA,L
BGD,Bangladesh,1996,457.3030857357714,335.77783203125,2263.032958984375,2370.311279296875,L
BGD,Bangladesh,1997,467.83219260115294,NA,NA,NA,L
BGD,Bangladesh,1998,481.92982755072717,NA,NA,NA,L
BGD,Bangladesh,1999,494.3410564126498,NA,NA,NA,L
BGD,Bangladesh,2000,510.4592166602174,381.7525939941406,2487.51513671875,2781.408447265625,L
BGD,Bangladesh,2001,526.3716651690711,NA,NA,NA,L
BGD,Bangladesh,2002,536.7091543730552,447.1769714355469,2020.374267578125,1982.8638916015625,L
BGD,Bangladesh,2003,552.5274228120302,457.96356201171875,2120.8017578125,2050.124755859375,L
BGD,Bangladesh,2004,572.2144677524158,NA,NA,NA,L
BGD,Bangladesh,2005,600.7162183778294,514.56219482421875,2208.72802734375,2021.6932373046875,L
BGD,Bangladesh,2006,632.3483029773827,NA,NA,NA,L
BGD,Bangladesh,2007,668.885821182138,NA,NA,NA,L
BGD,Bangladesh,2008,701.1722319901278,NA,NA,NA,L
BGD,Bangladesh,2009,728.4236133278939,NA,NA,NA,L
BGD,Bangladesh,2010,760.3319352001951,614.4234619140625,2420.428466796875,2601.64208984375,L
BGD,Bangladesh,2011,800.04347928581,NA,NA,NA,L
BGD,Bangladesh,2012,842.053283162042,NA,NA,NA,L
BGD,Bangladesh,2013,881.8984795828453,NA,NA,NA,L
BGD,Bangladesh,2014,924.0611643933623,NA,NA,NA,L
BRB,Barbados,1991,13186.81777950836,NA,NA,NA,H
BRB,Barbados,1992,12400.169874719724,NA,NA,NA,UM
BRB,Barbados,1993,12449.75498272572,NA,NA,NA,UM
BRB,Barbados,1994,12651.546644818267,NA,NA,NA,UM
BRB,Barbados,1995,12866.095559580468,NA,NA,NA,UM
BRB,Barbados,1996,13336.403174059149,NA,NA,NA,UM
BRB,Barbados,1997,13908.088525092377,NA,NA,NA,UM
BRB,Barbados,1998,14369.665241124205,NA,NA,NA,UM
BRB,Barbados,1999,14362.946625603814,NA,NA,NA,UM
BRB,Barbados,2000,14959.267336695619,NA,NA,NA,UM
BRB,Barbados,2001,14553.428624650585,NA,NA,NA,UM
BRB,Barbados,2002,14630.226206549565,NA,NA,NA,H
BRB,Barbados,2003,14900.49035437167,NA,NA,NA,UM
BRB,Barbados,2004,15062.761327667562,NA,NA,NA,H
BRB,Barbados,2005,15617.880454091708,NA,NA,NA,UM
BRB,Barbados,2006,16442.792954242257,NA,NA,NA,UM
BRB,Barbados,2007,16655.02418313543,NA,NA,NA,UM
BRB,Barbados,2008,16658.29534299224,NA,NA,NA,H
BRB,Barbados,2009,15920.628820526068,NA,NA,NA,H
BRB,Barbados,2010,15901.432935335484,15899.056640625,21164.328125,30328.294921875,H
BRB,Barbados,2011,15958.153540016468,NA,NA,NA,H
BRB,Barbados,2012,15945.86254172558,NA,NA,NA,H
BRB,Barbados,2013,15893.763869760991,NA,NA,NA,H
BRB,Barbados,2014,15873.15062604282,NA,NA,NA,H
BLR,Belarus,1991,2958.0170737800513,4250.6337890625,4694.41650390625,7666.302734375,Missing
BLR,Belarus,1992,2668.28891437968,3731.153564453125,4391.7705078125,6619.10205078125,Missing
BLR,Belarus,1993,2459.9606742412134,3926.144775390625,3983.878173828125,5816.65234375,UM
BLR,Belarus,1994,2174.693993777233,3413.759521484375,3449.264404296875,5766.2666015625,UM
BLR,Belarus,1995,1954.8335829925772,NA,NA,NA,UM
BLR,Belarus,1996,2016.293858689675,NA,NA,NA,LM
BLR,Belarus,1997,2255.698112402473,NA,NA,NA,LM
BLR,Belarus,1998,2456.8331729707597,NA,NA,NA,LM
BLR,Belarus,1999,2548.9726186423927,NA,NA,NA,LM
BLR,Belarus,2000,2704.899426417277,NA,NA,NA,LM
BLR,Belarus,2001,2854.6842854329875,NA,NA,NA,LM
BLR,Belarus,2002,3017.8611468713552,NA,NA,NA,LM
BLR,Belarus,2003,3252.8369099374627,NA,NA,NA,LM
BLR,Belarus,2004,3650.2417502247513,NA,NA,NA,LM
BLR,Belarus,2005,4021.0531242137426,NA,NA,NA,LM
BLR,Belarus,2006,4450.331109246683,NA,NA,NA,LM
BLR,Belarus,2007,4855.3037919414255,NA,NA,NA,LM
BLR,Belarus,2008,5368.514702414314,NA,NA,NA,LM
BLR,Belarus,2009,5391.133954012339,11513.6337890625,13084.5595703125,10406.1884765625,UM
BLR,Belarus,2010,5818.854859215805,11745.2548828125,14441.4921875,9964.4638671875,UM
BLR,Belarus,2011,6152.456643528615,12619.8740234375,15451.0908203125,10704.8369140625,UM
BLR,Belarus,2012,6264.931853012662,13790.875,16103.857421875,10355.1630859375,UM
